ROWID,Country,State lgd code,State,Yearcode,Year,Monthcode,Month,Gst ( goods and service tax ) return type,Payer eligible for gst ( goods and service tax ) registration,Gst ( goods and service tax ) payers registered before due date,Gst ( goods and service tax ) payers registered after due date
3810,India,35,Andaman And Nicobar Islands,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-3,4722,1273,2207
3811,India,35,Andaman And Nicobar Islands,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-1,4471,397,2822
3812,India,35,Andaman And Nicobar Islands,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-3,4471,1263,2218
3813,India,35,Andaman And Nicobar Islands,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-1,3008,323,1556
3814,India,35,Andaman And Nicobar Islands,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-3,4344,1282,2188
3815,India,35,Andaman And Nicobar Islands,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-1,2630,328,1528
3816,India,35,Andaman And Nicobar Islands,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-3,4029,1490,1960
3817,India,35,Andaman And Nicobar Islands,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-1,3923,435,2729
3818,India,35,Andaman And Nicobar Islands,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-3,3923,1193,2243
3819,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-1,3127,335,1564
3820,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-3,3739,1253,2088
3821,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-1,3085,326,1557
3822,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-3,3772,1257,2088
3823,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-1,3826,643,2536
3824,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-3,3826,1292,2079
3825,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-1,2934,270,1626
3826,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-3,3887,1405,1982
3827,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-1,2929,300,1615
3828,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-3,3955,1262,2146
3829,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-1,3994,521,2725
3830,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-3,3994,1229,2196
3831,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-1,2925,274,1675
3832,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-3,4062,1223,2242
3833,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-1,2906,339,1637
3834,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-3,4104,1782,1719
3835,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-1,4090,1214,2117
3836,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-3,4090,1470,2051
3837,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-1,2535,449,1534
3838,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-3,3783,1809,1713
3839,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-1,2542,842,1131
3840,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-3,3822,1626,1927
3841,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-1,3877,1547,1765
3842,India,35,Andaman And Nicobar Islands,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-3,3877,139,3429
3843,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-1,3848,1018,1057
3844,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-3,3851,149,3366
3845,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-1,3734,955,1122
3846,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-3,3844,651,2856
3847,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-1,3825,1137,2225
3848,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-3,3825,1058,2475
3849,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-1,3160,246,1865
3850,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-3,3845,576,2968
3851,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-1,3114,403,1706
3852,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-3,3856,1190,2351
3853,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-1,3868,1474,1915
3854,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-3,3868,1532,2015
3855,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-1,3008,477,1660
3856,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-3,3955,1685,1897
3857,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-1,2995,538,1618
3858,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-3,3994,1894,1711
3859,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-1,4014,2186,1308
3860,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-3,4014,2235,1397
3861,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-1,3140,784,1889
3862,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-3,3140,1490,1294
3863,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-1,3100,829,1870
3864,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-3,3099,1490,1327
3865,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-1,3984,1182,2412
3866,India,35,Andaman And Nicobar Islands,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-3,3984,2029,1668
3867,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-1,3346,357,2575
3868,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-3,3346,499,2528
3869,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-1,3343,266,2660
3870,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-3,3343,457,2555
3871,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-1,4020,864,2722
3872,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-3,4020,1696,1974
3873,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-1,3295,921,1976
3874,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-3,3295,1697,1278
3875,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-1,3265,1059,1852
3876,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-3,3265,1781,1205
3877,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-1,4071,1460,2221
3878,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-3,4071,2383,1373
3879,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-1,3330,1162,1794
3880,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-3,3330,2015,991
3881,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-1,3339,2114,849
3882,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-3,3339,1948,1071
3883,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-1,4111,1494,2229
3884,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-3,4111,2470,1300
3885,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-1,3256,1290,1673
3886,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-3,3256,2035,975
3887,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-1,3286,2204,751
3888,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-3,3286,2033,956
3889,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-1,4091,1474,2148
3890,India,35,Andaman And Nicobar Islands,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-3,4091,2382,1256
3891,India,35,Andaman And Nicobar Islands,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-1,3356,1262,1509
3892,India,35,Andaman And Nicobar Islands,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-3,3356,2179,609
3893,India,35,Andaman And Nicobar Islands,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-1,3369,1415,1175
3894,India,35,Andaman And Nicobar Islands,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-3,3369,2098,430
3895,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-1,201614,154366,24416
3896,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-3,201614,82109,111950
3897,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-1,142285,105888,13421
3898,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-3,223860,63297,148209
3899,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-1,234895,168714,34385
3900,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-3,234895,90635,131854
3901,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-1,144948,108893,15334
3902,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-3,230496,111055,105370
3903,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-1,148881,110096,17197
3904,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-3,237791,123033,96079
3905,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-1,241225,168267,40483
3906,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-3,241225,137227,83997
3907,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-1,154073,108737,20954
3908,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-3,247652,137576,88146
3909,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-1,157538,108308,23272
3910,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-3,253873,142081,88282
3911,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-1,259182,165472,54475
3912,India,36,Telangana,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-3,259182,140387,94118
3913,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-1,193853,112512,32315
3914,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-3,265527,92872,145359
3915,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-1,201424,112168,35079
3916,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-3,275203,150189,93064
3917,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-1,282140,160831,71678
3918,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-3,282140,152268,95283
3919,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-1,209233,105982,45694
3920,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-3,288291,172595,79683
3921,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-1,210486,97470,56090
3922,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-3,293969,144053,112472
3923,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-1,298180,117145,126401
3924,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-3,298180,170367,89960
3925,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-1,213000,36273,120965
3926,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-3,302892,161549,102519
3927,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-1,211412,43352,114862
3928,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-3,305036,173665,90553
3929,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-1,305678,65550,185700
3930,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-3,305678,169651,97232
3931,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-1,207845,50463,110359
3932,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-3,308055,161704,107608
3933,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-1,209739,47462,114250
3934,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-3,313476,199345,73259
3935,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-1,319463,50023,206398
3936,India,36,Telangana,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-3,319463,146426,129090
3937,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-1,247115,43261,127666
3938,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-3,322065,167798,107236
3939,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-1,243625,41822,130470
3940,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-3,324349,180031,97518
3941,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-1,327844,88086,176213
3942,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-3,327844,187115,92034
3943,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-1,238294,40853,134292
3944,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-3,331330,203099,79986
3945,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-1,236935,42250,134449
3946,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-3,334631,186734,99132
3947,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-1,337626,72375,200969
3948,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-3,337626,164671,124099
3949,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-1,239475,39650,140608
3950,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-3,342262,182652,109575
3951,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-1,240217,49826,132866
3952,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-3,346374,224112,71750
3953,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-1,350234,155108,127318
3954,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-3,350234,186949,113280
3955,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-1,239471,82395,102331
3956,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-3,351952,225453,77403
3957,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-1,238143,135886,48641
3958,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-3,353580,221606,84106
3959,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-1,357819,195061,84577
3960,India,36,Telangana,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-3,357819,28527,277756
3961,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-1,356902,129954,60066
3962,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-3,357349,41912,260246
3963,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-1,334097,121851,69415
3964,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-3,355488,84632,217878
3965,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-1,358237,136097,146817
3966,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-3,358237,116669,187872
3967,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-1,284869,37224,157804
3968,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-3,364550,117058,191374
3969,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-1,281986,48092,148600
3970,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-3,368236,171317,139974
3971,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-1,371659,176167,114040
3972,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-3,371659,195649,117781
3973,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-1,277254,58039,142682
3974,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-3,376783,203944,112903
3975,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-1,276584,61892,141942
3976,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-3,379786,219292,101702
3977,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-1,381213,227185,76123
3978,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-3,381213,241659,83360
3979,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-1,286200,84376,138376
3980,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-3,286191,159471,79639
3981,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-1,282748,89799,136889
3982,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-3,282649,159471,83631
3983,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-1,372165,127888,186152
3984,India,36,Telangana,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-3,372165,219798,113766
3985,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-1,313567,52071,208992
3986,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-3,313567,64367,210237
3987,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-1,315037,35060,226220
3988,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-3,315037,68092,207112
3989,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-1,378050,118172,202132
3990,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-3,378050,201487,135185
3991,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-1,322476,115229,152188
3992,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-3,322476,197550,83367
3993,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-1,327345,114257,155671
3994,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-3,327345,199892,84408
3995,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-1,393681,161080,168076
3996,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-3,393681,255724,90753
3997,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-1,333199,133738,139376
3998,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-3,333199,216189,70631
3999,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-1,336893,219586,57869
4000,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-3,336893,216835,73656
4001,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-1,406157,170103,167454
4002,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-3,406157,269419,84154
4003,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-1,341214,148592,130587
4004,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-3,341214,218445,73256
4005,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-1,343859,231929,48675
4006,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-3,343859,222878,70474
4007,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-1,410714,163799,169582
4008,India,36,Telangana,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-3,410714,264278,85125
4009,India,36,Telangana,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-1,340147,144632,126588
4010,India,36,Telangana,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-3,340147,237158,45292
4011,India,36,Telangana,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-1,343940,150850,110738
4012,India,36,Telangana,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-3,343940,229566,39652
4013,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-1,0,0,0
4014,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-3,,,
4015,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-1,0,0,0
4016,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-3,,,
4017,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-1,0,0,0
4019,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-1,0,0,0
4020,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-3,,,
4021,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-1,0,0,0
4022,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-3,,,
4023,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-1,0,0,0
4024,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-3,,,
4025,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-1,0,0,0
4026,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-3,,,
4027,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-1,0,0,0
4028,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-3,,,
4029,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-1,0,0,0
4030,India,37,Ladakh,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-3,,,
